1.510552048683166504e+00,-2.798620462417602539e+00,7.641416788101196289e-01,4.424321651458740234e-02,9.341364726424217224e-03,-6.756865382194519043e-01,7.358009219169616699e-01,-1.721965968608856201e-01,-3.424319252371788025e-02,1.603769063949584961e-01,2.222232371568679810e-01,-1.449069082736968994e-01,1.996848359704017639e-02,-9.314722567796707153e-02,-1.499662250280380249e-01,-6.195788979530334473e-01,2.531651854515075684e-01,-2.747052013874053955e-01,8.513375371694564819e-02,-2.194998413324356079e-01,1.264433860778808594e-01,1.454965472221374512e+00,6.985775828361511230e-01,-1.869700253009796143e-01,-1.496989250183105469e+00,-4.487357735633850098e-01
1.520612001419067383e+00,-2.798686027526855469e+00,7.553309798240661621e-01,7.045643776655197144e-02,-3.825690597295761108e-02,-7.199885249137878418e-01,6.893393993377685547e-01,-1.731141656637191772e-01,-1.221786737442016602e-01,3.042627573013305664e-01,3.282058835029602051e-01,-2.243912518024444580e-01,2.782264538109302521e-02,-2.140137851238250732e-01,-3.179063200950622559e-01,-4.465310275554656982e-01,4.915957450866699219e-01,-3.681706488132476807e-01,9.056850522756576538e-02,-1.375527232885360718e-01,4.346891641616821289e-01,1.135552525520324707e+00,1.094262719154357910e+00,-2.559564411640167236e-01,-1.658676624298095703e+00,-3.213804662227630615e-01
1.514901399612426758e+00,-2.800451040267944336e+00,7.430465817451477051e-01,8.311779052019119263e-02,-8.302429318428039551e-02,-7.449460029602050781e-01,6.566991806030273438e-01,-1.425219625234603882e-01,-1.745000034570693970e-01,3.946874439716339111e-01,3.767535388469696045e-01,-2.600985467433929443e-01,1.105660758912563324e-02,-3.250771760940551758e-01,-4.187836349010467529e-01,-2.984018325805664062e-01,7.244179844856262207e-01,-4.794056415557861328e-01,8.461097627878189087e-02,-1.512570977210998535e-01,7.526731491088867188e-01,8.222090005874633789e-01,1.460838675498962402e+00,-3.802672624588012695e-01,-1.820836424827575684e+00,-8.473124355077743530e-02
1.513364434242248535e+00,-2.800679922103881836e+00,7.393274307250976562e-01,8.566864579916000366e-02,-8.698309212923049927e-02,-7.505290508270263672e-01,6.494620442390441895e-01,-1.479025036096572876e-01,-1.745000034570693970e-01,4.147406816482543945e-01,3.980124294757843018e-01,-2.738583087921142578e-01,7.072300184518098831e-03,-3.590704202651977539e-01,-4.274851977825164795e-01,-2.649460732936859131e-01,7.763076424598693848e-01,-5.052307248115539551e-01,8.287704735994338989e-02,-1.388555616140365601e-01,7.756607532501220703e-01,7.991720438003540039e-01,1.489684939384460449e+00,-4.074679315090179443e-01,-1.844122290611267090e+00,-3.535997495055198669e-02
1.513128638267517090e+00,-2.799928903579711914e+00,7.373355031013488770e-01,8.934043347835540771e-02,-8.753810077905654907e-02,-7.548434734344482422e-01,6.438685059547424316e-01,-1.581056714057922363e-01,-1.745000034570693970e-01,4.309144616127014160e-01,4.116491377353668213e-01,-2.824329733848571777e-01,5.686217918992042542e-03,-3.860303759574890137e-01,-4.303580522537231445e-01,-2.410126030445098877e-01,8.014361858367919922e-01,-5.153819322586059570e-01,8.172468096017837524e-02,-1.240623071789741516e-01,7.768323421478271484e-01,7.919059991836547852e-01,1.496085643768310547e+00,-4.296509325504302979e-01,-1.857516884803771973e+00,-8.461781777441501617e-03
1.514000892639160156e+00,-2.799311876296997070e+00,7.366660237312316895e-01,9.303914755582809448e-02,-8.493709564208984375e-02,-7.575142383575439453e-01,6.405478715896606445e-01,-1.682615876197814941e-01,-1.745000034570693970e-01,4.407611191272735596e-01,4.146860837936401367e-01,-2.857502102851867676e-01,6.513704080134630203e-03,-4.054076373577117920e-01,-4.294197559356689453e-01,-2.278758436441421509e-01,8.095697164535522461e-01,-5.171120762825012207e-01,8.212011307477951050e-02,-1.063785180449485779e-01,7.538864612579345703e-01,8.077684640884399414e-01,1.484030961990356445e+00,-4.421423375606536865e-01,-1.860909104347229004e+00,-2.470831095706671476e-04
1.513950586318969727e+00,-2.797695398330688477e+00,7.361270189285278320e-01,9.715501219034194946e-02,-8.370201289653778076e-02,-7.611284255981445312e-01,6.357974410057067871e-01,-1.785219907760620117e-01,-1.745000034570693970e-01,4.544098675251007080e-01,4.181214869022369385e-01,-2.875871360301971436e-01,5.851864349097013474e-03,-4.264510273933410645e-01,-4.275186955928802490e-01,-2.103586345911026001e-01,8.164539933204650879e-01,-5.166044235229492188e-01,8.025494962930679321e-02,-9.296733886003494263e-02,7.495353221893310547e-01,8.037998676300048828e-01,1.482939243316650391e+00,-4.613901972770690918e-01,-1.869158625602722168e+00,1.526918634772300720e-02
1.514863610267639160e+00,-2.796977043151855469e+00,7.360792756080627441e-01,1.004498302936553955e-01,-8.066313713788986206e-02,-7.634236216545104980e-01,6.329199075698852539e-01,-1.866329014301300049e-01,-1.745000034570693970e-01,4.625788629055023193e-01,4.159294664859771729e-01,-2.879207432270050049e-01,6.903591565787792206e-03,-4.413709044456481934e-01,-4.245789051055908203e-01,-2.007113099098205566e-01,8.172574639320373535e-01,-5.144786834716796875e-01,8.058802783489227295e-02,-7.759767025709152222e-02,7.273980379104614258e-01,8.204753398895263672e-01,1.468987822532653809e+00,-4.716041386127471924e-01,-1.868986368179321289e+00,1.786398515105247498e-02
1.514698386192321777e+00,-2.795508146286010742e+00,7.359494566917419434e-01,1.037316769361495972e-01,-7.963616400957107544e-02,-7.665062546730041504e-01,6.287813782691955566e-01,-1.937698125839233398e-01,-1.745000034570693970e-01,4.740491509437561035e-01,4.158486723899841309e-01,-2.878006696701049805e-01,6.160829216241836548e-03,-4.569960534572601318e-01,-4.216304719448089600e-01,-1.867661178112030029e-01,8.193966746330261230e-01,-5.120605230331420898e-01,7.872116565704345703e-02,-6.667707115411758423e-02,7.243656516075134277e-01,8.161437511444091797e-01,1.467256426811218262e+00,-4.908680915832519531e-01,-1.873757958412170410e+00,3.079114668071269989e-02
1.515518784523010254e+00,-2.794936656951904297e+00,7.361431121826171875e-01,1.062064617872238159e-01,-7.692377269268035889e-02,-7.683507204055786133e-01,6.264503598213195801e-01,-1.992952674627304077e-01,-1.745000034570693970e-01,4.803597927093505859e-01,4.116358160972595215e-01,-2.869591712951660156e-01,7.150704506784677505e-03,-4.675901830196380615e-01,-4.182968139648437500e-01,-1.798975169658660889e-01,8.175053000450134277e-01,-5.090191960334777832e-01,7.915516197681427002e-02,-5.374459549784660339e-02,7.026837468147277832e-01,8.311907052993774414e-01,1.452482461929321289e+00,-5.001348257064819336e-01,-1.871211409568786621e+00,3.310783952474594116e-02
